RatingID,MovieID,UserID,RatingValue,Comment,RatingDate
493,5,47,3.2,Toplumsal mesajlar içeren çarpıcı bir yapım. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Görsel efektleriyle izleyiciyi büyülüyor. Tarihi olayları özgün bir perspektiften yorumluyor.,2024-11-30
494,284,238,1.2,Yerli kültür motiflerini başarılı şekilde yansıtıyor. Toplumsal mesajlar içeren çarpıcı bir yapım. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş.,2016-09-27
495,266,45,5.1,Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Toplumsal mesajlar içeren çarpıcı bir yapım. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor.,2023-11-02
496,165,134,6.1,Toplumsal mesajlar içeren çarpıcı bir yapım. Sanatsal ve estetik açıdan başarılı bir film. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Doğa ve insan ilişkisini estetik bir dille ele alıyor.,2012-04-16
497,17,167,6.6,Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Çocukluk anıları ve aile bağlarını merkezine alıyor. Psikolojik derinliği olan karakterlere odaklanıyor. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye.,1985-10-12
498,53,201,5.9,Tarihi olayları özgün bir perspektiften yorumluyor. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Gerilim dolu sahneleri ile nefes kesen bir yapım.,1990-05-19
499,241,90,5.1,Görsel efektleriyle izleyiciyi büyülüyor. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Tarihi olayları özgün bir perspektiften yorumluyor.,2010-06-03
500,112,290,6.2,"Film, izleyiciyi derin bir maceraya sürüklüyor. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor.",2023-09-14
501,89,80,9.6,Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye. Unutulmaz sahneleriyle hafızalarda yer ediniyor. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor.,2024-11-12
502,52,219,6.9,Renk paleti ve sinematografisiyle dikkat çekiyor. Sinema tarihine adını yazdıracak bir yapım.,2023-09-01
503,121,284,2.3,Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Renk paleti ve sinematografisiyle dikkat çekiyor. Gizemli atmosferi ile izleyiciyi etkisi altına alıyor.,2024-05-26
504,126,296,2.8,Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Unutulmaz sahneleriyle hafızalarda yer ediniyor. Gerilim dolu sahneleri ile nefes kesen bir yapım. Toplumsal mesajlar içeren çarpıcı bir yapım.,2023-06-18
505,238,253,2.5,"Sinema tarihine adını yazdıracak bir yapım. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer. Film, izleyiciyi derin bir maceraya sürüklüyor. Doğa ve insan ilişkisini estetik bir dille ele alıyor. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli.",1989-08-20
506,134,130,8.3,Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Tarihi olayları özgün bir perspektiften yorumluyor. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye. Gerilim dolu sahneleri ile nefes kesen bir yapım. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor.,2007-11-29
507,229,299,1.0,Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor.,2012-09-07
508,29,170,7.0,Yerli kültür motiflerini başarılı şekilde yansıtıyor. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Toplumsal mesajlar içeren çarpıcı bir yapım. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye. Gerilim dolu sahneleri ile nefes kesen bir yapım.,2022-05-20
509,110,252,2.2,"Sanatsal ve estetik açıdan başarılı bir film. Film, izleyiciyi derin bir maceraya sürüklüyor. Çocukluk anıları ve aile bağlarını merkezine alıyor.",2017-08-30
510,51,69,4.3,Psikolojik derinliği olan karakterlere odaklanıyor. Görsel efektleriyle izleyiciyi büyülüyor.,2025-11-24
511,89,20,3.4,Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Çocukluk anıları ve aile bağlarını merkezine alıyor. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Doğa ve insan ilişkisini estetik bir dille ele alıyor.,2000-12-29
512,225,179,7.2,Çocukluk anıları ve aile bağlarını merkezine alıyor. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor.,2011-06-13
513,122,274,9.3,"Görsel efektleriyle izleyiciyi büyülüyor. Film, izleyiciyi derin bir maceraya sürüklüyor.",2023-03-19
514,143,155,9.3,Doğa ve insan ilişkisini estetik bir dille ele alıyor. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli.,2023-04-29
515,57,236,4.1,Görsel efektleriyle izleyiciyi büyülüyor. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye. Doğa ve insan ilişkisini estetik bir dille ele alıyor.,1983-12-17
516,48,12,6.8,Yerli kültür motiflerini başarılı şekilde yansıtıyor. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye. Doğa ve insan ilişkisini estetik bir dille ele alıyor.,1986-05-22
517,179,13,3.7,Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Renk paleti ve sinematografisiyle dikkat çekiyor. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Görsel efektleriyle izleyiciyi büyülüyor.,1984-04-18
518,30,101,6.2,Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Görsel efektleriyle izleyiciyi büyülüyor. Çocukluk anıları ve aile bağlarını merkezine alıyor. Doğa ve insan ilişkisini estetik bir dille ele alıyor. Toplumsal mesajlar içeren çarpıcı bir yapım.,1974-06-10
519,48,59,4.6,Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye. Sanatsal ve estetik açıdan başarılı bir film. Gerilim dolu sahneleri ile nefes kesen bir yapım.,1986-01-10
520,107,81,8.8,Unutulmaz sahneleriyle hafızalarda yer ediniyor. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Yerli kültür motiflerini başarılı şekilde yansıtıyor. Çocukluk anıları ve aile bağlarını merkezine alıyor. Sanatsal ve estetik açıdan başarılı bir film.,2019-04-29
521,28,59,2.0,"Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Gerilim dolu sahneleri ile nefes kesen bir yapım. Sanatsal ve estetik açıdan başarılı bir film. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor.",2003-01-02
522,62,17,2.2,Çocukluk anıları ve aile bağlarını merkezine alıyor. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Yerli kültür motiflerini başarılı şekilde yansıtıyor.,2007-01-11
523,225,128,9.3,"Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Sinema tarihine adını yazdıracak bir yapım. Doğa ve insan ilişkisini estetik bir dille ele alıyor.",2010-11-18
524,99,221,4.0,Çocukluk anıları ve aile bağlarını merkezine alıyor. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor.,2011-02-13
525,234,155,1.9,Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Gerilim dolu sahneleri ile nefes kesen bir yapım. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Sinema tarihine adını yazdıracak bir yapım.,2024-11-03
526,12,286,4.6,"Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Film, izleyiciyi derin bir maceraya sürüklüyor. Doğa ve insan ilişkisini estetik bir dille ele alıyor.",2023-04-27
527,168,69,6.4,"Sanatsal ve estetik açıdan başarılı bir film. Film, izleyiciyi derin bir maceraya sürüklüyor. Doğa ve insan ilişkisini estetik bir dille ele alıyor. Görsel efektleriyle izleyiciyi büyülüyor. Tarihi olayları özgün bir perspektiften yorumluyor.",2023-11-04
528,188,180,8.6,Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye. Renk paleti ve sinematografisiyle dikkat çekiyor.,2008-02-20
529,1,110,7.0,Sanatsal ve estetik açıdan başarılı bir film. Yerli kültür motiflerini başarılı şekilde yansıtıyor. Tarihi olayları özgün bir perspektiften yorumluyor. Doğa ve insan ilişkisini estetik bir dille ele alıyor.,2025-01-19
530,255,9,3.1,Gerilim dolu sahneleri ile nefes kesen bir yapım. Sanatsal ve estetik açıdan başarılı bir film. Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Görsel efektleriyle izleyiciyi büyülüyor. Unutulmaz sahneleriyle hafızalarda yer ediniyor.,1989-09-20
531,184,282,5.9,"Sinema tarihine adını yazdıracak bir yapım. Yerli kültür motiflerini başarılı şekilde yansıtıyor. Sanatsal ve estetik açıdan başarılı bir film. Görsel efektleriyle izleyiciyi büyülüyor. Film, izleyiciyi derin bir maceraya sürüklüyor.",2011-08-27
532,133,39,1.2,"Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Unutulmaz sahneleriyle hafızalarda yer ediniyor. Gerilim dolu sahneleri ile nefes kesen bir yapım. Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var.",1993-01-04
533,83,246,6.0,"Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor.",2014-03-06
534,44,221,8.8,Unutulmaz sahneleriyle hafızalarda yer ediniyor. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer.,2016-07-23
535,67,65,5.8,Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş.,2006-03-31
536,82,4,7.3,"Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer. Gerilim dolu sahneleri ile nefes kesen bir yapım. Film, izleyiciyi derin bir maceraya sürüklüyor.",1993-12-13
537,186,208,5.5,Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Unutulmaz sahneleriyle hafızalarda yer ediniyor. Sinema tarihine adını yazdıracak bir yapım. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor.,2024-11-28
538,190,227,7.1,Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Sinema tarihine adını yazdıracak bir yapım. Unutulmaz sahneleriyle hafızalarda yer ediniyor. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor.,2024-03-27
539,127,129,8.6,Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Unutulmaz sahneleriyle hafızalarda yer ediniyor.,2023-07-07
540,2,57,6.0,Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Gerilim dolu sahneleri ile nefes kesen bir yapım.,1998-12-24
541,20,107,8.3,Psikolojik derinliği olan karakterlere odaklanıyor. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer. Gerilim dolu sahneleri ile nefes kesen bir yapım. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş.,2009-08-07
542,142,47,2.5,"Psikolojik derinliği olan karakterlere odaklanıyor. Film, izleyiciyi derin bir maceraya sürüklüyor.",2019-11-14
543,265,50,7.5,Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Gerilim dolu sahneleri ile nefes kesen bir yapım. Sanatsal ve estetik açıdan başarılı bir film. Doğa ve insan ilişkisini estetik bir dille ele alıyor.,2019-06-10
544,16,56,7.3,"Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Görsel efektleriyle izleyiciyi büyülüyor. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Unutulmaz sahneleriyle hafızalarda yer ediniyor.",2000-09-30
545,232,53,1.5,"Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor.",1996-01-22
546,148,185,9.6,Sinema tarihine adını yazdıracak bir yapım. Görsel efektleriyle izleyiciyi büyülüyor. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Gerilim dolu sahneleri ile nefes kesen bir yapım.,2014-10-21
547,101,13,6.1,Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Psikolojik derinliği olan karakterlere odaklanıyor. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor.,1986-10-13
548,182,229,7.3,"Toplumsal mesajlar içeren çarpıcı bir yapım. Film, izleyiciyi derin bir maceraya sürüklüyor. Görsel efektleriyle izleyiciyi büyülüyor. Gerilim dolu sahneleri ile nefes kesen bir yapım.",2018-02-08
549,288,3,2.8,Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor.,2020-06-27
550,226,131,4.9,Unutulmaz sahneleriyle hafızalarda yer ediniyor. Sanatsal ve estetik açıdan başarılı bir film. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Doğa ve insan ilişkisini estetik bir dille ele alıyor.,2024-10-20
551,33,269,8.5,"Film, izleyiciyi derin bir maceraya sürüklüyor. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Unutulmaz sahneleriyle hafızalarda yer ediniyor.",2013-05-24
552,218,52,9.7,Yerli kültür motiflerini başarılı şekilde yansıtıyor. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor.,1997-11-12
553,60,26,6.3,"Gerilim dolu sahneleri ile nefes kesen bir yapım. Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Film, izleyiciyi derin bir maceraya sürüklüyor. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye.",2012-01-18
554,135,300,5.9,Tarihi olayları özgün bir perspektiften yorumluyor. Doğa ve insan ilişkisini estetik bir dille ele alıyor.,2018-08-24
555,139,294,3.8,Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor.,2001-02-19
556,22,131,6.5,Doğa ve insan ilişkisini estetik bir dille ele alıyor. Sinema tarihine adını yazdıracak bir yapım.,2024-10-10
557,255,203,6.7,Görsel efektleriyle izleyiciyi büyülüyor. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor.,2025-03-19
558,225,62,4.4,Gerilim dolu sahneleri ile nefes kesen bir yapım. Unutulmaz sahneleriyle hafızalarda yer ediniyor. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Sanatsal ve estetik açıdan başarılı bir film.,2020-08-06
559,111,249,9.6,Toplumsal mesajlar içeren çarpıcı bir yapım. Doğa ve insan ilişkisini estetik bir dille ele alıyor. Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor.,1995-11-10
560,166,224,2.9,Doğa ve insan ilişkisini estetik bir dille ele alıyor. Gerilim dolu sahneleri ile nefes kesen bir yapım. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor.,2015-02-08
561,8,35,8.4,Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Unutulmaz sahneleriyle hafızalarda yer ediniyor. Çocukluk anıları ve aile bağlarını merkezine alıyor. Sanatsal ve estetik açıdan başarılı bir film.,2024-12-28
562,14,110,1.5,Psikolojik derinliği olan karakterlere odaklanıyor. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Gerilim dolu sahneleri ile nefes kesen bir yapım. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Unutulmaz sahneleriyle hafızalarda yer ediniyor.,2023-12-17
563,29,82,7.0,Renk paleti ve sinematografisiyle dikkat çekiyor. Çocukluk anıları ve aile bağlarını merkezine alıyor.,2024-09-15
564,133,49,3.1,"Sanatsal ve estetik açıdan başarılı bir film. Gerilim dolu sahneleri ile nefes kesen bir yapım. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Film, izleyiciyi derin bir maceraya sürüklüyor.",1986-07-05
565,276,258,9.4,Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Psikolojik derinliği olan karakterlere odaklanıyor.,2024-08-16
566,205,134,5.8,Yerli kültür motiflerini başarılı şekilde yansıtıyor. Gerilim dolu sahneleri ile nefes kesen bir yapım. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor.,2010-10-27
567,183,268,7.6,Doğa ve insan ilişkisini estetik bir dille ele alıyor. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor.,2020-01-14
568,192,225,5.9,"Film, izleyiciyi derin bir maceraya sürüklüyor. Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş.",1985-07-08
569,277,24,5.3,Çocukluk anıları ve aile bağlarını merkezine alıyor. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Görsel efektleriyle izleyiciyi büyülüyor. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş.,2018-05-24
570,289,44,6.4,Yerli kültür motiflerini başarılı şekilde yansıtıyor. Renk paleti ve sinematografisiyle dikkat çekiyor.,2007-06-09
571,44,81,9.0,Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Çocukluk anıları ve aile bağlarını merkezine alıyor. Unutulmaz sahneleriyle hafızalarda yer ediniyor.,2018-06-17
572,287,259,5.2,"Doğa ve insan ilişkisini estetik bir dille ele alıyor. Çocukluk anıları ve aile bağlarını merkezine alıyor. Toplumsal mesajlar içeren çarpıcı bir yapım. Renk paleti ve sinematografisiyle dikkat çekiyor. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor.",1996-09-30
573,137,23,3.1,Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor.,2017-11-28
574,298,217,4.2,Toplumsal mesajlar içeren çarpıcı bir yapım. Psikolojik derinliği olan karakterlere odaklanıyor.,1988-01-18
575,128,91,3.6,Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş.,2020-09-26
576,182,55,6.2,"Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Sinema tarihine adını yazdıracak bir yapım. Renk paleti ve sinematografisiyle dikkat çekiyor. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var.",2019-08-24
577,216,145,4.5,Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye. Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var.,2021-06-10
578,220,14,5.1,"Sanatsal ve estetik açıdan başarılı bir film. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Film, izleyiciyi derin bir maceraya sürüklüyor.",2015-12-17
579,79,288,1.9,Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Doğa ve insan ilişkisini estetik bir dille ele alıyor.,2006-04-29
580,125,209,5.9,"Film, izleyiciyi derin bir maceraya sürüklüyor. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Doğa ve insan ilişkisini estetik bir dille ele alıyor.",2009-05-07
581,114,137,4.6,"Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Unutulmaz sahneleriyle hafızalarda yer ediniyor.",2017-12-18
582,71,133,5.3,"Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Doğa ve insan ilişkisini estetik bir dille ele alıyor. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Unutulmaz sahneleriyle hafızalarda yer ediniyor. Film, izleyiciyi derin bir maceraya sürüklüyor.",2013-06-15
583,33,46,1.7,Doğa ve insan ilişkisini estetik bir dille ele alıyor. Yerli kültür motiflerini başarılı şekilde yansıtıyor.,2014-09-22
584,128,184,10.0,Tarihi olayları özgün bir perspektiften yorumluyor. Unutulmaz sahneleriyle hafızalarda yer ediniyor. Gerilim dolu sahneleri ile nefes kesen bir yapım.,1991-08-25
585,120,110,7.5,Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor.,2023-08-29
586,128,23,3.9,Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli.,1999-11-01
587,12,85,9.2,Yerli kültür motiflerini başarılı şekilde yansıtıyor. Sinema tarihine adını yazdıracak bir yapım. Toplumsal mesajlar içeren çarpıcı bir yapım. Sanatsal ve estetik açıdan başarılı bir film.,2016-01-30
588,135,64,1.9,"Renk paleti ve sinematografisiyle dikkat çekiyor. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Görsel efektleriyle izleyiciyi büyülüyor. Tarihi olayları özgün bir perspektiften yorumluyor.",2022-11-29
589,149,141,8.1,Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Yüksek tempolu aksiyon sahneleri ile dikkat çekiyor. Toplumsal mesajlar içeren çarpıcı bir yapım. Yerli kültür motiflerini başarılı şekilde yansıtıyor. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye.,1973-07-14
590,248,34,2.1,Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Psikolojik derinliği olan karakterlere odaklanıyor. Doğa ve insan ilişkisini estetik bir dille ele alıyor. Yerli kültür motiflerini başarılı şekilde yansıtıyor.,2016-04-10
591,280,22,5.9,Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor.,2019-01-18
592,283,75,3.4,Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Unutulmaz sahneleriyle hafızalarda yer ediniyor. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Gerilim dolu sahneleri ile nefes kesen bir yapım. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer.,1989-05-07
593,168,95,6.6,Psikolojik derinliği olan karakterlere odaklanıyor. Unutulmaz sahneleriyle hafızalarda yer ediniyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Çocukluk anıları ve aile bağlarını merkezine alıyor.,2025-03-18
594,276,128,7.3,Sinema tarihine adını yazdıracak bir yapım. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Doğa ve insan ilişkisini estetik bir dille ele alıyor. Tarihi olayları özgün bir perspektiften yorumluyor.,2025-03-21
595,47,168,6.3,"Çocukluk anıları ve aile bağlarını merkezine alıyor. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Gerilim dolu sahneleri ile nefes kesen bir yapım. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var.",2008-07-12
596,70,93,8.6,"Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer. Tarihi olayları özgün bir perspektiften yorumluyor. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor.",2002-08-17
597,180,59,5.3,"Çocukluk anıları ve aile bağlarını merkezine alıyor. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Duygusal derinliği ve karakter gelişimi ile izlenmeye değer. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var.",1983-04-26
598,276,285,2.9,Duygusal derinliği ve karakter gelişimi ile izlenmeye değer. Unutulmaz sahneleriyle hafızalarda yer ediniyor. Tarihi olayları özgün bir perspektiften yorumluyor. Renk paleti ve sinematografisiyle dikkat çekiyor.,2025-03-19
599,65,52,6.2,"Gizemli atmosferi ile izleyiciyi etkisi altına alıyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var. Konu, aşk ve dramın iç içe geçtiği bir hikayeyi anlatıyor. Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş.",2024-07-18
600,249,4,1.2,Sanatsal ve estetik açıdan başarılı bir film. Sinema tarihine adını yazdıracak bir yapım. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Doğa ve insan ilişkisini estetik bir dille ele alıyor.,2001-03-16
601,129,92,3.6,Karakterler arası ilişkiler dikkat çekici şekilde işlenmiş. Çocukluk anıları ve aile bağlarını merkezine alıyor. Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Fantastik öğelerle gerçek dünyayı harmanlayan bir hikaye. Psikolojik derinliği olan karakterlere odaklanıyor.,2000-02-09
602,223,221,4.7,"Unutulmaz sahneleriyle hafızalarda yer ediniyor. Kültürel öğeler ve tarihsel referanslarla zenginleştirilmiş. Özgün senaryosu ve sürükleyici kurgusuyla öne çıkıyor. Film, izleyiciyi derin bir maceraya sürüklüyor.",2013-04-26
603,160,162,8.8,"Yerli kültür motiflerini başarılı şekilde yansıtıyor. Mükemmel müzikleri ve sahne tasarımı ile öne çıkıyor. Sürükleyici senaryosu ve güçlü oyunculuklarla izlenmeli. Psikolojik derinliği olan karakterlere odaklanıyor. Film, izleyiciyi derin bir maceraya sürüklüyor.",2015-07-03
604,293,231,7.9,Görsel efektleriyle izleyiciyi büyülüyor. Sürükleyici temposu ve sürpriz sonuyla izleyiciyi şaşırtıyor. Çarpıcı diyaloglar ve zekice kurgulanmış olay örgüsü var.,2021-06-17
